"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1775681883176894710","Thu Apr 04 08:02:53 +0000 2024","13","@CommuterLine @fitrahaslam_ @txtdrjkt Kalo perlu semua gerbong dijaga security biar gada kejadian ky gini. Kereta gerbongnya banyak penumpang padet security cm sedikit. Mau sampe kpn dpt laporan pelecehan seksual terus. Kita jadi merasa ga aman loh setiap naik KRL","1775796164878831642","","CommuterLine","in","","0","0","1","https://x.com/undefined/status/1775796164878831642","1466253280929935361",
"1780561421014905169","Wed Apr 17 11:38:18 +0000 2024","2","@CommuterLine 18.35 ada bocil sama ibu' kayanya mereka abis makan ciki tapi cikinya tumpah trus diinjek' sm anak kecilny sedangkan ibunya diem aja ga ngelarang atau apa ngeselin banget. Kereta nambo 1518B semoga staff yg bersihin ini dibales kebaikan yg banyak banyak banyak bgt. https://t.co/0Ng2VlFPND","1780561421014905169","https://pbs.twimg.com/media/GLXTGzlbMAA33zA.jpg","CommuterLine","in","","0","2","0","https://x.com/undefined/status/1780561421014905169","1245943214634176513",
"1747761191102099467","Wed Jan 17 23:21:54 +0000 2024","0","@CommuterLine kak tolong di gerbong 1 KA 4013 relasi Cikarang - Kp Bandan via PSE minta tolong petugasnya dateng ke sini buat negur orang yang ngobrol terus. Berisik kak ","1747761191102099467","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1747761191102099467","83090074",
"1754975758165152011","Tue Feb 06 22:38:42 +0000 2024","0","@CommuterLine Penumoang sudah penuh diperon ke Bogor. Pelayanannya sekarang payah mengecewakan....nilai KRL -0.","1754998075696025787","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1754998075696025787","1069225855455453186",
"1752744474441351506","Wed Jan 31 23:34:09 +0000 2024","2","@CommuterLine Mohon diadakan lagi KRL dari arah Jakarta Kota Tujuan Bogor keberangkatan jam 05.00 pagi. Dikarenakan banyak anak sekolah mahasiswa guru pegawai yg membutuhkan KRL dg jadwal tersebut. Dan diharapkan lebih dari 1 jadwal keberangkatan. Karena banyak yang masuk dinas jam 7 kurang","1752837704377909408","","CommuterLine","in","","1","2","1","https://x.com/undefined/status/1752837704377909408","406256984",
"1773603750826926230","Fri Mar 29 08:30:56 +0000 2024","0","@CommuterLine Halah boro2 membantu. Tadi posisi udah di depan pintu KRL belum ketutup tapi dihalangi karena mereka udah mau jalan. Kalau belum ditutup hrsnya gak masalah nunggu 1-2 detik doank ","1773628898032386388","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1773628898032386388","1562651186",
"1767088577597596053","Mon Mar 11 11:00:35 +0000 2024","22","@CommuterLine @2000hyunjinborn @perkeretaapian potong gaji nya pegawai mu. Gak becus pengadaannya. Pak @erickthohir nih ada yg payah dalam pengadaan eskalator tp masih bisa happy happy","1767143576042164231","","CommuterLine","in","","0","0","1","https://x.com/undefined/status/1767143576042164231","1210780507727745025",
"1761912542522446280","Mon Feb 26 02:14:59 +0000 2024","0","@CommuterLine Semangat ya kak @CommuterLine Terima kasih atas semua kerja bersama pihak komuter. Mudah2an selalu diberikan kelancaran dalam pelayanannya. Mudah2an gangguan hari ini menjadi pelajaran untuk dapat meningkatkan pelayanannya. Sehat dan terus jaga keselamatan kerjanya.","1761937877888647673","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1761937877888647673","2911782450",
"1761912542522446280","Mon Feb 26 00:55:06 +0000 2024","3","@CommuterLine Yaaaa masih belajar petugasnya semua.....penangan untuk.kena dampak kayaknya pasrah yaaaa......itu layanan indonesia tetap tidak akan maju.....yg bermaslah lainnya...lainnya harus ada second way biar tidak kena dampak terlalu panjang.........udah krl di pendekin bermaslah pula","1761917771431153682","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1761917771431153682","258717507",
"1747780897754202152","Thu Jan 18 01:16:02 +0000 2024","7","@CommuterLine Krl line bogor - jkt hari ini delay dan telat banget. Beberapa kali berhenti di stasiun &amp; memakan waktu lama akibatnya banyak pegawai yg seharusnya masuk sebelum jam 8 pagi jadi telat termasuk saya. Tolong dong kasih announcement di media kita juga butuh justifikasi ke kantor","1747789912714481974","","CommuterLine","in","","0","4","0","https://x.com/undefined/status/1747789912714481974","77164948",
"1778813724457148616","Fri Apr 12 15:53:35 +0000 2024","0","@CommuterLine min mau tanya. Saya beli tiket commuter line pake go transit dari stasiun sudirman ke tambun. Pas tap in QR code gak kebaca. Jadi di tap in pake kartu security nya. Nanti pas tap out nya gimana ya?","1778813724457148616","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1778813724457148616","376151308",
"1743554899848392877","Sat Jan 06 09:43:48 +0000 2024","2","@CommuterLine Ini antara petugasnya makan gaji buta (jarang pemeliharaan) atau masalah urgensi penganggaran untuk persinyalan. Hujan rintik doang pdhal. Tujuannya 1 tapi udah 3x disuruh naik turun ganti kereta waktu tempuh meleset 30menit. Berasa naik armada liar dioper2 gini. @jalur5_","1743569042114539929","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1743569042114539929","3744851592",
"1767849325978399118","Wed Mar 13 10:32:55 +0000 2024","0","@CommuterLine Makasih ya kak infonya tolong diperhatikan penumpang ibu hamil lansia dan disabilitas. Mohon diarahkan petugasnya untuk memantau yg hrs diprioritaskan","1767861391413928250","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1767861391413928250","1721003231768367104",
"1754647599121121549","Mon Feb 05 23:55:38 +0000 2024","0","@CommuterLine Mohon jadi perhatian ya min untuk keselamatan penumpang. saya ingat betul wajah petugasnya. Tiap dia bertugas pasti tidak pernah naik semua eskalator. Jika masih berulang akan saya foto","1754655049039667274","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1754655049039667274","180685107",
"1761048657774960744","Fri Feb 23 15:21:33 +0000 2024","0","@CommuterLine tolong dong kereta angke-cikarang ini ada orang berisik bgt di krl satpamnya diem aja -_- sumpah ganggu bgt","1761048657774960744","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1761048657774960744","929606332814000129",
"1747792714203275626","Thu Jan 18 01:27:10 +0000 2024","0","@CommuterLine Kereta ngantuk masinis dr depok 7.20 samapi sawah besar hampir 90 menit... Makin buruk pelayanannya @kemenhub151","1747792714203275626","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1747792714203275626","1634859324144246785",
"1755187889292677346","Wed Feb 07 11:35:10 +0000 2024","0","@CommuterLine gausah kesian ntar petugasnya kena SP.. bilangin aja supaya lebih rajin mondar mandir petugasnya jgn stay trus di 1 gerbong.. makasih","1755193481797193728","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1755193481797193728","1229679170",
"1780753089387176096","Thu Apr 18 01:00:36 +0000 2024","1","@CommuterLine @CommuterLine fasilitas publik ko gini bgt pelayanannya... evaluasi timny dong bisa kali yg trus2an lalai dicopot.","1780763326097862692","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1780763326097862692","89191442",
"1749572379037352235","Tue Jan 23 02:02:16 +0000 2024","0","@CommuterLine Andaikan lebih baik ada tempat lost and found untuk barang2 yg ketingalan jd yg menemukan bs menitipkan banyak kejadian diambil org tidak dikenal dan andaikan security yg menemukan malah di taroh ditempat yg sama lg... Tolong diperbaiki..","1749613487893168258","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1749613487893168258","218423406",
