"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1993522985731604640","Thu Nov 27 00:20:40 +0000 2025","3701","@CommuterLine Sorry min cara kerja HR KAI grup dalam memecat pegawai sungguh aneh. Cuma karena (takut) viral terus bisa mecat pegawai seenaknya. Analisa HR kalian buat memecat seorang pegawai sungguh dangkal. KAI punya standar tinggi ngerekrut pegawai HR internal dari kampus akreditasi A ","1993837342583640238","","CommuterLine","in","","27","47","822","https://x.com/undefined/status/1993837342583640238","1617441699613270016",
"1909136464593469946","Mon Apr 07 06:49:37 +0000 2025","1","@CommuterLine @KAI121 ini pelecehan serius kok enteng bgt menanggapi laporan dan keluhan korban. Bisa nggak kasus yg menimpa korban ini gercep di usut????","1909136464593469946","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1909136464593469946","1439110334984323077",
"1970975995437203795","Wed Sep 24 22:17:50 +0000 2025","0","@CommuterLine tadi liat KA1175 yg menuju Jkt tgl 25 Sep pagi. listrik di atap salah satu gerbongnya mengeluarkan api saat bergesekan dgn kabel. Bahaya ga ya?","1970975995437203795","","CommuterLine","in","","1","1","0","https://x.com/undefined/status/1970975995437203795","74052607",
"1993784889108517004","Wed Nov 26 21:40:46 +0000 2025","23","@CommuterLine Anita Tumbler Tuku harus bertanggungjawab akan hal ini begitupun pihak commuter line yang asal pecat gitu aja Ga takut kena karma apa kalian ","1993797101390844064","","CommuterLine","in","","0","0","4","https://x.com/undefined/status/1993797101390844064","1752251773312778240",
"1978554849479327803","Wed Oct 15 20:21:36 +0000 2025","0","@CommuterLine Gajadi panik. Kereta jam 3.40 tp masih gabisa appnya. Trus ini jadinya manual borading dari petugas min. Next time jgn gini lagi bikin takut gabisa pulang ","1978556889114787991","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1978556889114787991","956761150917455877",
"1924994986283876402","Wed May 21 01:30:30 +0000 2025","0","@CommuterLine Min maaf sebelumnya kalau 06.38 dari Bogor itu otomatis nyampe di Depok jam 06.50an atau mungkin jam 07.00 Sedangkan di bawah jam tersebut tadi gaada krl yang 12 rangkai sama sekali Tolong lebih diperhatiin aja penumpangnya beneran tadi itu kalau collapse bahaya loh","1925001221569708492","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1925001221569708492","1214355869443358720",
"1882583899005689857","Fri Jan 24 00:19:12 +0000 2025","1","@CommuterLine pelecehan krl arah jakarta kota 07.04 wib tolong ditindak Pelaku ga mau ngaku ngakunya tas tergeserketerangan korban tangan dari posisi di atas - elus pundak - tangan ke bawah meraba-raba!!!! https://t.co/a2VqZFIGzt","1882583899005689857","https://pbs.twimg.com/ext_tw_video_thumb/1882583632327704576/pu/img/09z128LFVZrLaLbA.jpg","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1882583899005689857","2665131535",
"1949971095521509629","Mon Jul 28 23:11:52 +0000 2025","0","@CommuterLine klo JPL masih tanggung jawab kai atau bukan ya? Soalnya palang tiba-tiba ke buka padahal 1 gerbong krl baru lewat takut kejadian yg udah udah mungkin bisa dicek takut ada error atau gmn","1949971095521509629","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1949971095521509629","1477644571446104065",
"1939611986582773825","Mon Jun 30 09:08:28 +0000 2025","0","@CommuterLine min ga ada kursi buat cewek yang menstruasi ya? kadang mau minta tukeran suka takut karna ga enak sama orang kadang mikir mereka lagi capek tapi kita suka gabisa nahan sakit nya ","1939611986582773825","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1939611986582773825","1415286776315277315",
"1998921087888118199","Thu Dec 11 01:01:40 +0000 2025","1","@CommuterLine di kereta tiap gerbongnya ada CCTV nya gak sih min? kasian ini temen saya kena pelecehan di dalam kereta https://t.co/YBfj8oQDEX","1998921087888118199","https://pbs.twimg.com/media/G72YIksbsAABEXE.jpg","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1998921087888118199","1453064825286774784",
