"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1717704725024407707","Fri Oct 27 00:48:14 +0000 2023","0","@CommuterLine Tangerang-Duri delay kenapa ya? Dr Rawa Buaya yg 7:40 belom dateng ","1717704725024407707","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1717704725024407707","63694851",
"1722372837254811922","Thu Nov 09 01:51:10 +0000 2023","0","@CommuterLine Udah delay bukannya dikejar ini malah makin lambat beberapa kali berhenti ga jelas. Harusnya nyampe Sudirman jam 8.09 ini malah 8.42 tepat kok sampai 30 menit lebih. PARAH https://t.co/4pR8q9LCpG","1722431603836911686","https://pbs.twimg.com/media/F-dOachb0AAqIB4.jpg","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1722431603836911686","242675148",
"1724365781708996777","Tue Nov 14 12:34:24 +0000 2023","1","@CommuterLine Siapa sih yg butuh tau kita naik kereta nomor berapa? Kita butuh tau berangkat jam berapa kali delay hampir 1 jam gak ada pemberitahuan sama sekali","1724405418431271082","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1724405418431271082","1043900390758989824",
"1720224617267397050","Fri Nov 03 01:06:20 +0000 2023","0","@CommuterLine @budiyant61277 @kai Tapi kenapa Yang Dari rangkas ke Tanah abang jadi delay juga?","1720245994196263117","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1720245994196263117","1445889823206612994",
"1728284519650963596","Sat Nov 25 05:28:34 +0000 2023","0","@CommuterLine min krl cakung-cikarang apakah sudah normal? tetap terhenti di bekasi atau berangkat namun delay?","1728284519650963596","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1728284519650963596","1459530404050833415",
"1718645105316503867","Sun Oct 29 15:15:59 +0000 2023","0","@CommuterLine @cheeseandwinee Hai min krl commuterline arjonegoro dari arah lamongan-pasar turi ada kendala apa ya sampai delay 1jam setengah? Capek banget","1718647875973054516","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1718647875973054516","1718251873202016256",
"1724532355799630134","Wed Nov 15 00:51:53 +0000 2023","0","@CommuterLine Min kenapa ya semenjak red line ada perubahan jam blue line jd bner bner delay tiap hari kacau bgt tiap hari ga pernah ga delay dr 10-30 menit heran bgt","1724591013476630553","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1724591013476630553","4538701038",
"1739963611198673364","Wed Dec 27 11:01:22 +0000 2023","0","@CommuterLine Penumpang numpuk di oron gerbong delay","1739964682918838380","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1739964682918838380","2913867145",
"1701443062415896977","Tue Sep 12 04:55:10 +0000 2023","1","@CommuterLine kacau. meeting di Bandung pilih kereta biar gk delay malah begini jadi nya","1701459412903514499","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1701459412903514499","778169170877972480",
"1724574366065963103","Wed Nov 15 00:17:44 +0000 2023","0","@CommuterLine @ramadew_ Delay kok tiap hari","1724582418982777041","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1724582418982777041","242675148",
