"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1894181004467998795","Tue Feb 25 00:21:58 +0000 2025","0","@CommuterLine ini kereta tanah abang harusnya udah keberangjatan serpong kenapa telat ya min","1894181004467998795","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1894181004467998795","1415638175473496067",
"1890179328853549232","Thu Feb 13 23:20:44 +0000 2025","0","@CommuterLine tolong kembalikan jadwal lama jadwal kereta baru aneh Keberangakatan colebut-jkt kota selalu tepat waktu berangkat 06.02 tapi keberangkatan cilebut-jkt kota yang seharusnya 06.16 suka telat ngaret ga tepat waktu","1890179328853549232","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1890179328853549232","218135237",
"1894552374204928239","Wed Feb 26 00:57:39 +0000 2025","1","@CommuterLine DIBENERIN DEH JADWAL KERETA BANDARA LO PERJALANAN 12 MENIT DELAY 10 MENIT.","1894552374204928239","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1894552374204928239","78807431",
"1886177416550531497","Sun Feb 02 22:18:34 +0000 2025","1","@CommuterLine keren inovasi lu kereta dibikin waiting timenya lama plus orang numpuk di stasiun wkwk bumn keren bet dah pokoknya","1886177416550531497","","CommuterLine","in","","0","2","0","https://x.com/undefined/status/1886177416550531497","1080813911522258945",
"1892368541707305064","Thu Feb 20 00:19:53 +0000 2025","0","@CommuterLine kereta serpong tanah abang telat loh 4 - 5 menitan","1892368541707305064","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1892368541707305064","1653008917767819265",
"1890217076914258384","Fri Feb 14 01:50:44 +0000 2025","0","@CommuterLine kereta arah kampung bandan dibanyakin dong dari tanah abang nya udah dikit suka telat lagi","1890217076914258384","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1890217076914258384","4631502254",
"1886569346396565548","Tue Feb 04 00:15:57 +0000 2025","1","@CommuterLine @KAI121 Efek sok2an bikin jadwal THB-TGS 1 jam 9 menit tpi tidak disesuaikan dgn sarana &amp; prasarananya ya gini KA 1651 telat woy 10 menit telat 10 menit itu sama aja lu numpukin 2 kereta jadi 1 https://t.co/lTkiA3p8er","1886569346396565548","https://pbs.twimg.com/media/Gi5w0eYa4AQDKsr.jpg","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1886569346396565548","719350376",
"1886929610744717584","Wed Feb 05 00:07:31 +0000 2025","1","@CommuterLine dah bikin jadwal baru yg buruk kedatangan dan keberangkatan telat terus ga jelas lu keberangkatan 07:06 dah jam 07:06 kereta blm ada juga @AnkerTwiter @CurhatKRL @jalur5_ @jalur_cikarang @jalurbekasi","1886929610744717584","","CommuterLine","in","","0","2","0","https://x.com/undefined/status/1886929610744717584","41422678",
"1889115357639839903","Tue Feb 11 00:52:53 +0000 2025","0","@CommuterLine kalian suruh kami nyesuaiin jadwal baru tapi kereta kalian telat semua.!!! Gk ada evaluasi apa!!","1889115357639839903","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1889115357639839903","1653008917767819265",
"1891636848612495420","Mon Feb 17 23:52:24 +0000 2025","0","@CommuterLine Seperti biasa min kereta lu telat mulu cape banget jir","1891636848612495420","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1891636848612495420","1246807303396835328",
"1884968831346712625","Wed Feb 05 01:03:19 +0000 2025","0","@CommuterLine lagian ya padahal jadwal kemarin kemarin aja masih suka ancur ancurran dengan adanya hambatan tiba-tiba kadang kereta di tahan masuk manggarai aja ditengah jalan masih suka ditahan kadang tiba-tiba ada trouble yg bikin penumpang lain terlambat ini lagi buat gapeka baru hadeh","1886943653320646884","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1886943653320646884","1545025590973337601",
"1892189513264607475","Wed Feb 19 17:16:23 +0000 2025","0","@CommuterLine astagfirullah ini kereta barang yg aku liat tadi jangan2 pantesan senja utama yk telat berangkat 8 menit dan krl sampingnya berenti lama","1892261965214417368","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1892261965214417368","137449703",
